CVE,reservedDate,publishedDate,baseScore
CVE-2013-0639,2012-12,2013-02,10
CVE-2013-0640,2012-12,2013-02,9.3
CVE-2013-0641,2012-12,2013-02,9.3
CVE-2013-0642,2012-12,2013-02,10
CVE-2013-0643,2012-12,2013-02,9.3
CVE-2013-0644,2012-12,2013-02,10
CVE-2013-0645,2012-12,2013-02,10
CVE-2013-0646,2012-12,2013-03,10
CVE-2013-0647,2012-12,2013-02,10
CVE-2013-0648,2012-12,2013-02,9.3
CVE-2013-0649,2012-12,2013-02,10
CVE-2013-0650,2012-12,2013-03,10
CVE-2013-0809,2013-01,2013-03,10
CVE-2013-1365,2013-01,2013-02,10
CVE-2013-1366,2013-01,2013-02,10
CVE-2013-1367,2013-01,2013-02,10
CVE-2013-1368,2013-01,2013-02,10
CVE-2013-1369,2013-01,2013-02,10
CVE-2013-1370,2013-01,2013-02,10
CVE-2013-1371,2013-01,2013-03,10
CVE-2013-1372,2013-01,2013-02,10
CVE-2013-1373,2013-01,2013-02,10
CVE-2013-1374,2013-01,2013-02,10
CVE-2013-1375,2013-01,2013-03,10
CVE-2013-1376,2013-01,2014-01,10
CVE-2013-1378,2013-01,2013-04,10
CVE-2013-1379,2013-01,2013-04,10
CVE-2013-1380,2013-01,2013-04,10
CVE-2013-1473,2013-01,2013-02,5
CVE-2013-1475,2013-01,2013-02,10
CVE-2013-1476,2013-01,2013-02,10
CVE-2013-1478,2013-01,2013-02,10
CVE-2013-1479,2013-01,2013-02,10
CVE-2013-1480,2013-01,2013-02,10
CVE-2013-1481,2013-01,2013-02,10
CVE-2013-1489,2013-01,2013-01,10
CVE-2013-1493,2013-01,2013-03,10
CVE-2013-1500,2013-01,2013-06,3.6
CVE-2013-1571,2013-01,2013-06,4.3
CVE-2013-2400,2013-03,2013-06,5
CVE-2013-2407,2013-03,2013-06,6.4
CVE-2013-2412,2013-03,2013-06,5
CVE-2013-2437,2013-03,2013-06,5
CVE-2013-2442,2013-03,2013-06,7.5
CVE-2013-2443,2013-03,2013-06,5
CVE-2013-2444,2013-03,2013-06,5
CVE-2013-2445,2013-03,2013-06,7.8
CVE-2013-2446,2013-03,2013-06,5
CVE-2013-2447,2013-03,2013-06,5
CVE-2013-2448,2013-03,2013-06,7.6
CVE-2013-2449,2013-03,2013-06,4.3
CVE-2013-2450,2013-03,2013-06,5
CVE-2013-2451,2013-03,2013-06,3.7
CVE-2013-2452,2013-03,2013-06,5
CVE-2013-2453,2013-03,2013-06,5
CVE-2013-2454,2013-03,2013-06,5.8
CVE-2013-2455,2013-03,2013-06,5
CVE-2013-2456,2013-03,2013-06,5
CVE-2013-2457,2013-03,2013-06,5
CVE-2013-2458,2013-03,2013-06,5.8
CVE-2013-2459,2013-03,2013-06,10
CVE-2013-2460,2013-03,2013-06,9.3
CVE-2013-2461,2013-03,2013-06,7.5
CVE-2013-2462,2013-03,2013-06,9.3
CVE-2013-2463,2013-03,2013-06,10
CVE-2013-2464,2013-03,2013-06,10
CVE-2013-2465,2013-03,2013-06,10
CVE-2013-2466,2013-03,2013-06,10
CVE-2013-2467,2013-03,2013-06,6.9
CVE-2013-2468,2013-03,2013-06,10
CVE-2013-2469,2013-03,2013-06,10
CVE-2013-2470,2013-03,2013-06,10
CVE-2013-2471,2013-03,2013-06,10
CVE-2013-2472,2013-03,2013-06,10
CVE-2013-2473,2013-03,2013-06,10
CVE-2013-2549,2013-03,2013-03,7.5
CVE-2013-2550,2013-03,2013-03,7.5
CVE-2013-2555,2013-03,2013-03,10
CVE-2013-2718,2013-03,2013-05,10
CVE-2013-2719,2013-03,2013-05,10
CVE-2013-2720,2013-03,2013-05,10
CVE-2013-2721,2013-03,2013-05,10
CVE-2013-2722,2013-03,2013-05,10
CVE-2013-2723,2013-03,2013-05,10
CVE-2013-2724,2013-03,2013-05,10
CVE-2013-2725,2013-03,2013-05,10
CVE-2013-2726,2013-03,2013-05,10
CVE-2013-2727,2013-03,2013-05,10
CVE-2013-2728,2013-03,2013-05,10
CVE-2013-2729,2013-03,2013-05,10
CVE-2013-2730,2013-03,2013-05,10
CVE-2013-2731,2013-03,2013-05,10
CVE-2013-2732,2013-03,2013-05,10
CVE-2013-2733,2013-03,2013-05,10
CVE-2013-2734,2013-03,2013-05,10
CVE-2013-2735,2013-03,2013-05,10
CVE-2013-2736,2013-03,2013-05,10
CVE-2013-2737,2013-03,2013-05,5
CVE-2013-3324,2013-05,2013-05,10
CVE-2013-3325,2013-05,2013-05,10
CVE-2013-3326,2013-05,2013-05,10
CVE-2013-3327,2013-05,2013-05,10
CVE-2013-3328,2013-05,2013-05,10
CVE-2013-3329,2013-05,2013-05,10
CVE-2013-3330,2013-05,2013-05,10
CVE-2013-3331,2013-05,2013-05,10
CVE-2013-3332,2013-05,2013-05,10
CVE-2013-3333,2013-05,2013-05,10
CVE-2013-3334,2013-05,2013-05,10
CVE-2013-3335,2013-05,2013-05,10
CVE-2013-3337,2013-05,2013-05,10
CVE-2013-3338,2013-05,2013-05,10
CVE-2013-3339,2013-05,2013-05,10
CVE-2013-3340,2013-05,2013-05,10
CVE-2013-3341,2013-05,2013-05,10
CVE-2013-3342,2013-05,2013-05,10
CVE-2013-3343,2013-05,2013-06,10
CVE-2013-3344,2013-05,2013-07,10
CVE-2013-3345,2013-05,2013-07,10
CVE-2013-3346,2013-05,2013-08,10
CVE-2013-3347,2013-05,2013-07,10
CVE-2013-3351,2013-05,2013-09,10
CVE-2013-3352,2013-05,2013-09,10
CVE-2013-3353,2013-05,2013-09,10
CVE-2013-3354,2013-05,2013-09,10
CVE-2013-3355,2013-05,2013-09,10
CVE-2013-3356,2013-05,2013-09,10
CVE-2013-3357,2013-05,2013-09,10
CVE-2013-3358,2013-05,2013-09,10
CVE-2013-3361,2013-05,2013-09,10
CVE-2013-3362,2013-05,2013-09,10
CVE-2013-3363,2013-05,2013-09,10
CVE-2013-3743,2013-06,2013-06,9.3
CVE-2013-3744,2013-06,2013-06,5
CVE-2013-5324,2013-08,2013-09,10
CVE-2013-5325,2013-08,2013-10,9.3
CVE-2013-5329,2013-08,2013-11,10
CVE-2013-5330,2013-08,2013-11,10
CVE-2013-5331,2013-08,2013-12,9.3
CVE-2013-5332,2013-08,2013-12,9.3
CVE-2013-6629,2013-11,2013-11,5
CVE-2013-6954,2013-12,2014-01,5
CVE-2017-0199,2016-09,2017-04,7.8
CVE-2017-0261,2016-09,2017-05,7.8
CVE-2017-0262,2016-09,2017-05,7.8
CVE-2017-0281,2016-09,2017-05,7.8
CVE-2017-10053,2017-06,2017-08,5.3
CVE-2017-10067,2017-06,2017-08,7.5
CVE-2017-10074,2017-06,2017-08,8.3
CVE-2017-10078,2017-06,2017-08,8.1
CVE-2017-10081,2017-06,2017-08,4.3
CVE-2017-10086,2017-06,2017-08,9.6
CVE-2017-10087,2017-06,2017-08,9.6
CVE-2017-10089,2017-06,2017-08,9.6
CVE-2017-10090,2017-06,2017-08,9.6
CVE-2017-10096,2017-06,2017-08,9.6
CVE-2017-10101,2017-06,2017-08,9.6
CVE-2017-10102,2017-06,2017-08,9
CVE-2017-10104,2017-06,2017-08,7.4
CVE-2017-10105,2017-06,2017-08,4.3
CVE-2017-10107,2017-06,2017-08,9.6
CVE-2017-10108,2017-06,2017-08,5.3
CVE-2017-10109,2017-06,2017-08,5.3
CVE-2017-10110,2017-06,2017-08,9.6
CVE-2017-10111,2017-06,2017-08,9.6
CVE-2017-10114,2017-06,2017-08,8.3
CVE-2017-10115,2017-06,2017-08,7.5
CVE-2017-10116,2017-06,2017-08,8.3
CVE-2017-10117,2017-06,2017-08,5.3
CVE-2017-10118,2017-06,2017-08,7.5
CVE-2017-10121,2017-06,2017-08,6.1
CVE-2017-10125,2017-06,2017-08,7.1
CVE-2017-10135,2017-06,2017-08,5.9
CVE-2017-10145,2017-06,2017-08,7.4
CVE-2017-10176,2017-06,2017-08,7.5
CVE-2017-10193,2017-06,2017-08,3.1
CVE-2017-10198,2017-06,2017-08,6.8
CVE-2017-10243,2017-06,2017-08,6.5
CVE-2017-10274,2017-06,2017-10,6.8
CVE-2017-10281,2017-06,2017-10,5.3
CVE-2017-10285,2017-06,2017-10,9.6
CVE-2017-10293,2017-06,2017-10,6.1
CVE-2017-10295,2017-06,2017-10,4
CVE-2017-10309,2017-06,2017-10,7.1
CVE-2017-10345,2017-06,2017-10,3.1
CVE-2017-10346,2017-06,2017-10,9.6
CVE-2017-10347,2017-06,2017-10,5.3
CVE-2017-10348,2017-06,2017-10,5.3
CVE-2017-10349,2017-06,2017-10,5.3
CVE-2017-10350,2017-06,2017-10,5.3
CVE-2017-10355,2017-06,2017-10,5.3
CVE-2017-10356,2017-06,2017-10,6.2
CVE-2017-10357,2017-06,2017-10,5.3
CVE-2017-10388,2017-06,2017-10,7.5
CVE-2017-11209,2017-07,2017-08,6.5
CVE-2017-11210,2017-07,2017-08,6.5
CVE-2017-11211,2017-07,2017-08,8.8
CVE-2017-11212,2017-07,2017-08,8.8
CVE-2017-11213,2017-07,2017-12,9.8
CVE-2017-11214,2017-07,2017-08,8.8
CVE-2017-11215,2017-07,2017-12,9.8
CVE-2017-11216,2017-07,2017-08,8.8
CVE-2017-11217,2017-07,2017-08,6.5
CVE-2017-11218,2017-07,2017-08,8.8
CVE-2017-11219,2017-07,2017-08,8.8
CVE-2017-11220,2017-07,2017-08,8.8
CVE-2017-11221,2017-07,2017-08,8.8
CVE-2017-11222,2017-07,2017-08,8.8
CVE-2017-11223,2017-07,2017-08,8.8
CVE-2017-11224,2017-07,2017-08,8.8
CVE-2017-11225,2017-07,2017-12,9.8
CVE-2017-11226,2017-07,2017-08,8.8
CVE-2017-11227,2017-07,2017-08,8.8
CVE-2017-11228,2017-07,2017-08,8.8
CVE-2017-11229,2017-07,2017-08,8.8
CVE-2017-11230,2017-07,2017-08,6.5
CVE-2017-11231,2017-07,2017-08,8.8
CVE-2017-11232,2017-07,2017-08,6.5
CVE-2017-11233,2017-07,2017-08,6.5
CVE-2017-11234,2017-07,2017-08,8.8
CVE-2017-11235,2017-07,2017-08,8.8
CVE-2017-11236,2017-07,2017-08,6.5
CVE-2017-11237,2017-07,2017-08,8.8
CVE-2017-11238,2017-07,2017-08,6.5
CVE-2017-11239,2017-07,2017-08,6.5
CVE-2017-11240,2017-07,2018-05,9.8
CVE-2017-11241,2017-07,2017-08,8.8
CVE-2017-11242,2017-07,2017-08,6.5
CVE-2017-11243,2017-07,2017-08,6.5
CVE-2017-11244,2017-07,2017-08,6.5
CVE-2017-11245,2017-07,2017-08,6.5
CVE-2017-11246,2017-07,2017-08,6.5
CVE-2017-11248,2017-07,2017-08,6.5
CVE-2017-11249,2017-07,2017-08,6.5
CVE-2017-11250,2017-07,2018-05,9.8
CVE-2017-11251,2017-07,2017-08,8.8
CVE-2017-11252,2017-07,2017-08,6.5
CVE-2017-11253,2017-07,2018-05,9.8
CVE-2017-11254,2017-07,2017-08,8.8
CVE-2017-11255,2017-07,2017-08,6.5
CVE-2017-11256,2017-07,2017-08,8.8
CVE-2017-11257,2017-07,2017-08,8.8
CVE-2017-11258,2017-07,2017-08,6.5
CVE-2017-11259,2017-07,2017-08,8.8
CVE-2017-11260,2017-07,2017-08,8.8
CVE-2017-11261,2017-07,2017-08,8.8
CVE-2017-11262,2017-07,2017-08,8.8
CVE-2017-11263,2017-07,2017-08,8.8
CVE-2017-11265,2017-07,2017-08,6.5
CVE-2017-11267,2017-07,2017-08,8.8
CVE-2017-11268,2017-07,2017-08,8.8
CVE-2017-11269,2017-07,2017-08,8.8
CVE-2017-11270,2017-07,2017-08,8.8
CVE-2017-11271,2017-07,2017-08,8.8
CVE-2017-11281,2017-07,2017-12,9.8
CVE-2017-11282,2017-07,2017-12,9.8
CVE-2017-11292,2017-07,2017-10,8.8
CVE-2017-11293,2017-07,2017-12,9.8
CVE-2017-11305,2017-07,2017-12,7.5
CVE-2017-11306,2017-07,2018-05,9.8
CVE-2017-11307,2017-07,2018-05,9.8
CVE-2017-11308,2017-07,2018-05,9.8
CVE-2017-11882,2017-07,2017-11,7.8
CVE-2017-11934,2017-07,2017-12,5.5
CVE-2017-16360,2017-11,2017-12,8.8
CVE-2017-16361,2017-11,2017-12,6.5
CVE-2017-16362,2017-11,2017-12,8.8
CVE-2017-16363,2017-11,2017-12,8.8
CVE-2017-16364,2017-11,2017-12,8.8
CVE-2017-16365,2017-11,2017-12,8.8
CVE-2017-16366,2017-11,2017-12,7.5
CVE-2017-16367,2017-11,2017-12,8.8
CVE-2017-16368,2017-11,2017-12,8.8
CVE-2017-16369,2017-11,2017-12,6.5
CVE-2017-16370,2017-11,2017-12,8.8
CVE-2017-16371,2017-11,2017-12,8.8
CVE-2017-16372,2017-11,2017-12,8.8
CVE-2017-16373,2017-11,2017-12,8.8
CVE-2017-16374,2017-11,2017-12,8.8
CVE-2017-16375,2017-11,2017-12,8.8
CVE-2017-16376,2017-11,2017-12,8.8
CVE-2017-16377,2017-11,2017-12,8.8
CVE-2017-16378,2017-11,2017-12,8.8
CVE-2017-16379,2017-11,2017-12,8.8
CVE-2017-16380,2017-11,2017-12,8.8
CVE-2017-16381,2017-11,2017-12,8.8
CVE-2017-16382,2017-11,2017-12,8.8
CVE-2017-16383,2017-11,2017-12,8.8
CVE-2017-16384,2017-11,2017-12,8.8
CVE-2017-16385,2017-11,2017-12,8.8
CVE-2017-16386,2017-11,2017-12,8.8
CVE-2017-16387,2017-11,2017-12,8.8
CVE-2017-16388,2017-11,2017-12,8.8
CVE-2017-16389,2017-11,2017-12,8.8
CVE-2017-16390,2017-11,2017-12,8.8
CVE-2017-16391,2017-11,2017-12,8.8
CVE-2017-16392,2017-11,2017-12,8.8
CVE-2017-16393,2017-11,2017-12,8.8
CVE-2017-16394,2017-11,2017-12,8.8
CVE-2017-16395,2017-11,2017-12,8.8
CVE-2017-16396,2017-11,2017-12,8.8
CVE-2017-16397,2017-11,2017-12,8.8
CVE-2017-16398,2017-11,2017-12,9.8
CVE-2017-16399,2017-11,2017-12,8.8
CVE-2017-16400,2017-11,2017-12,8.8
CVE-2017-16401,2017-11,2017-12,8.8
CVE-2017-16402,2017-11,2017-12,8.8
CVE-2017-16403,2017-11,2017-12,8.8
CVE-2017-16404,2017-11,2017-12,8.8
CVE-2017-16405,2017-11,2017-12,8.8
CVE-2017-16406,2017-11,2017-12,8.8
CVE-2017-16407,2017-11,2017-12,8.8
CVE-2017-16408,2017-11,2017-12,8.8
CVE-2017-16409,2017-11,2017-12,8.8
CVE-2017-16410,2017-11,2017-12,8.8
CVE-2017-16411,2017-11,2017-12,8.8
CVE-2017-16412,2017-11,2017-12,8.8
CVE-2017-16413,2017-11,2017-12,8.8
CVE-2017-16414,2017-11,2017-12,8.8
CVE-2017-16415,2017-11,2017-12,8.8
CVE-2017-16416,2017-11,2017-12,8.8
CVE-2017-16417,2017-11,2017-12,8.8
CVE-2017-16418,2017-11,2017-12,8.8
CVE-2017-16419,2017-11,2017-12,6.5
CVE-2017-16420,2017-11,2017-12,8.8
CVE-2017-2925,2016-12,2017-01,9.8
CVE-2017-2926,2016-12,2017-01,9.8
CVE-2017-2927,2016-12,2017-01,9.8
CVE-2017-2928,2016-12,2017-01,9.8
CVE-2017-2930,2016-12,2017-01,9.8
CVE-2017-2931,2016-12,2017-01,9.8
CVE-2017-2932,2016-12,2017-01,9.8
CVE-2017-2933,2016-12,2017-01,9.8
CVE-2017-2934,2016-12,2017-01,9.8
CVE-2017-2935,2016-12,2017-01,9.8
CVE-2017-2936,2016-12,2017-01,9.8
CVE-2017-2937,2016-12,2017-01,9.8
CVE-2017-2938,2016-12,2017-01,7.3
CVE-2017-2939,2016-12,2017-01,7.8
CVE-2017-2940,2016-12,2017-01,7.8
CVE-2017-2941,2016-12,2017-01,7.8
CVE-2017-2942,2016-12,2017-01,7.8
CVE-2017-2943,2016-12,2017-01,7.8
CVE-2017-2944,2016-12,2017-01,7.8
CVE-2017-2945,2016-12,2017-01,7.8
CVE-2017-2946,2016-12,2017-01,7.8
CVE-2017-2947,2016-12,2017-01,5.5
CVE-2017-2948,2016-12,2017-01,7.8
CVE-2017-2949,2016-12,2017-01,7.8
CVE-2017-2950,2016-12,2017-01,7.8
CVE-2017-2951,2016-12,2017-01,7.8
CVE-2017-2952,2016-12,2017-01,7.8
CVE-2017-2953,2016-12,2017-01,7.8
CVE-2017-2954,2016-12,2017-01,7.8
CVE-2017-2955,2016-12,2017-01,7.8
CVE-2017-2956,2016-12,2017-01,7.8
CVE-2017-2957,2016-12,2017-01,7.8
CVE-2017-2958,2016-12,2017-01,7.8
CVE-2017-2959,2016-12,2017-01,7.8
CVE-2017-2960,2016-12,2017-01,7.8
CVE-2017-2961,2016-12,2017-01,7.8
CVE-2017-2962,2016-12,2017-01,7.8
CVE-2017-2963,2016-12,2017-01,7.8
CVE-2017-2964,2016-12,2017-01,7.8
CVE-2017-2965,2016-12,2017-01,7.8
CVE-2017-2966,2016-12,2017-01,7.8
CVE-2017-2967,2016-12,2017-01,7.8
CVE-2017-2970,2016-12,2017-01,7.8
CVE-2017-2971,2016-12,2017-01,7.8
CVE-2017-2972,2016-12,2017-01,7.8
CVE-2017-2982,2016-12,2017-02,9.8
CVE-2017-2984,2016-12,2017-02,9.8
CVE-2017-2985,2016-12,2017-02,9.8
CVE-2017-2986,2016-12,2017-02,9.8
CVE-2017-2987,2016-12,2017-02,9.8
CVE-2017-2988,2016-12,2017-02,9.8
CVE-2017-2990,2016-12,2017-02,9.8
CVE-2017-2991,2016-12,2017-02,9.8
CVE-2017-2992,2016-12,2017-02,9.8
CVE-2017-2993,2016-12,2017-02,9.8
CVE-2017-2994,2016-12,2017-02,8.8
CVE-2017-2995,2016-12,2017-02,8.8
CVE-2017-2996,2016-12,2017-02,9.8
CVE-2017-2997,2016-12,2017-03,9.8
CVE-2017-2998,2016-12,2017-03,9.8
CVE-2017-2999,2016-12,2017-03,9.8
CVE-2017-3000,2016-12,2017-03,7.5
CVE-2017-3001,2016-12,2017-03,9.8
CVE-2017-3002,2016-12,2017-03,9.8
CVE-2017-3003,2016-12,2017-03,9.8
CVE-2017-3009,2016-12,2017-03,7.5
CVE-2017-3010,2016-12,2017-03,9.8
CVE-2017-3011,2016-12,2017-04,7.8
CVE-2017-3012,2016-12,2017-04,7.8
CVE-2017-3013,2016-12,2017-04,7.8
CVE-2017-3014,2016-12,2017-04,7.8
CVE-2017-3015,2016-12,2017-04,7.8
CVE-2017-3016,2016-12,2017-08,8.8
CVE-2017-3017,2016-12,2017-04,7.8
CVE-2017-3018,2016-12,2017-04,7.8
CVE-2017-3019,2016-12,2017-04,7.8
CVE-2017-3020,2016-12,2017-04,3.3
CVE-2017-3021,2016-12,2017-04,3.3
CVE-2017-3022,2016-12,2017-04,3.3
CVE-2017-3023,2016-12,2017-04,7.8
CVE-2017-3024,2016-12,2017-04,7.8
CVE-2017-3025,2016-12,2017-04,7.8
CVE-2017-3026,2016-12,2017-04,7.8
CVE-2017-3027,2016-12,2017-04,7.8
CVE-2017-3028,2016-12,2017-04,7.8
CVE-2017-3029,2016-12,2017-04,3.3
CVE-2017-3030,2016-12,2017-04,7.8
CVE-2017-3031,2016-12,2017-04,3.3
CVE-2017-3032,2016-12,2017-04,3.3
CVE-2017-3033,2016-12,2017-04,3.3
CVE-2017-3034,2016-12,2017-04,7.8
CVE-2017-3035,2016-12,2017-04,7.8
CVE-2017-3036,2016-12,2017-04,7.8
CVE-2017-3037,2016-12,2017-04,9.8
CVE-2017-3038,2016-12,2017-04,7.8
CVE-2017-3039,2016-12,2017-04,7.8
CVE-2017-3040,2016-12,2017-04,7.8
CVE-2017-3041,2016-12,2017-04,7.8
CVE-2017-3042,2016-12,2017-04,7.8
CVE-2017-3043,2016-12,2017-04,5.5
CVE-2017-3044,2016-12,2017-04,7.8
CVE-2017-3045,2016-12,2017-04,5.5
CVE-2017-3046,2016-12,2017-04,5.5
CVE-2017-3047,2016-12,2017-04,7.8
CVE-2017-3048,2016-12,2017-04,7.8
CVE-2017-3049,2016-12,2017-04,7.8
CVE-2017-3050,2016-12,2017-04,7.8
CVE-2017-3051,2016-12,2017-04,7.8
CVE-2017-3052,2016-12,2017-04,5.5
CVE-2017-3053,2016-12,2017-04,5.5
CVE-2017-3054,2016-12,2017-04,7.8
CVE-2017-3055,2016-12,2017-04,7.8
CVE-2017-3056,2016-12,2017-04,7.8
CVE-2017-3057,2016-12,2017-04,7.8
CVE-2017-3058,2016-12,2017-04,7.8
CVE-2017-3059,2016-12,2017-04,9.8
CVE-2017-3060,2016-12,2017-04,9.8
CVE-2017-3061,2016-12,2017-04,9.8
CVE-2017-3062,2016-12,2017-04,9.8
CVE-2017-3063,2016-12,2017-04,9.8
CVE-2017-3064,2016-12,2017-04,7.8
CVE-2017-3065,2016-12,2017-04,7.8
CVE-2017-3068,2016-12,2017-05,9.8
CVE-2017-3069,2016-12,2017-05,9.8
CVE-2017-3070,2016-12,2017-05,9.8
CVE-2017-3071,2016-12,2017-05,9.8
CVE-2017-3072,2016-12,2017-05,9.8
CVE-2017-3073,2016-12,2017-05,9.8
CVE-2017-3074,2016-12,2017-05,9.8
CVE-2017-3075,2016-12,2017-06,9.8
CVE-2017-3076,2016-12,2017-06,9.8
CVE-2017-3077,2016-12,2017-06,9.8
CVE-2017-3078,2016-12,2017-06,9.8
CVE-2017-3079,2016-12,2017-06,9.8
CVE-2017-3080,2016-12,2017-07,7.5
CVE-2017-3081,2016-12,2017-06,9.8
CVE-2017-3082,2016-12,2017-06,9.8
CVE-2017-3083,2016-12,2017-06,9.8
CVE-2017-3084,2016-12,2017-06,9.8
CVE-2017-3085,2016-12,2017-08,7.5
CVE-2017-3099,2016-12,2017-07,9.8
CVE-2017-3100,2016-12,2017-07,7.5
CVE-2017-3106,2016-12,2017-08,8.8
CVE-2017-3112,2016-12,2017-12,9.8
CVE-2017-3113,2016-12,2017-08,8.8
CVE-2017-3114,2016-12,2017-12,9.8
CVE-2017-3115,2016-12,2017-08,6.5
CVE-2017-3116,2016-12,2017-08,8.8
CVE-2017-3117,2016-12,2017-08,8.8
CVE-2017-3118,2016-12,2017-08,6.5
CVE-2017-3119,2016-12,2017-08,8.8
CVE-2017-3120,2016-12,2017-08,8.8
CVE-2017-3121,2016-12,2017-08,8.8
CVE-2017-3122,2016-12,2017-08,6.5
CVE-2017-3123,2016-12,2017-08,8.8
CVE-2017-3124,2016-12,2017-08,9.8
CVE-2017-3231,2016-12,2017-01,4.3
CVE-2017-3241,2016-12,2017-01,9
CVE-2017-3252,2016-12,2017-01,5.8
CVE-2017-3253,2016-12,2017-01,7.5
CVE-2017-3259,2016-12,2017-01,3.7
CVE-2017-3260,2016-12,2017-01,8.3
CVE-2017-3261,2016-12,2017-01,4.3
CVE-2017-3262,2016-12,2017-01,5.3
CVE-2017-3272,2016-12,2017-01,9.6
CVE-2017-3289,2016-12,2017-01,9.6
CVE-2017-3509,2016-12,2017-04,4.2
CVE-2017-3511,2016-12,2017-04,7.7
CVE-2017-3512,2016-12,2017-04,8.3
CVE-2017-3514,2016-12,2017-04,8.3
CVE-2017-3526,2016-12,2017-04,5.9
CVE-2017-3533,2016-12,2017-04,3.7
CVE-2017-3539,2016-12,2017-04,3.1
CVE-2017-3544,2016-12,2017-04,3.7
CVE-2017-8509,2017-05,2017-06,8.8
CVE-2017-8510,2017-05,2017-06,8.8
CVE-2017-8511,2017-05,2017-06,7.8
CVE-2017-8512,2017-05,2017-06,8.8
CVE-2017-8570,2017-05,2017-07,7.8
CVE-2017-8630,2017-05,2017-09,7.8
CVE-2017-8744,2017-05,2017-09,7.8
CVE-2011-0558,2011-01,2011-02,9.3
CVE-2011-0559,2011-01,2011-02,9.3
CVE-2011-0560,2011-01,2011-02,9.3
CVE-2011-0561,2011-01,2011-02,9.3
CVE-2011-0562,2011-01,2011-02,6.9
CVE-2011-0563,2011-01,2011-02,9.3
CVE-2011-0564,2011-01,2011-02,9.3
CVE-2011-0565,2011-01,2011-02,9.3
CVE-2011-0566,2011-01,2011-02,9.3
CVE-2011-0567,2011-01,2011-02,9.3
CVE-2011-0568,2011-01,2011-02,6.8
CVE-2011-0570,2011-01,2011-02,6.9
CVE-2011-0571,2011-01,2011-02,9.3
CVE-2011-0572,2011-01,2011-02,9.3
CVE-2011-0573,2011-01,2011-02,9.3
CVE-2011-0574,2011-01,2011-02,9.3
CVE-2011-0575,2011-01,2011-02,6.9
CVE-2011-0577,2011-01,2011-02,9.3
CVE-2011-0578,2011-01,2011-02,9.3
CVE-2011-0579,2011-01,2011-05,5
CVE-2011-0585,2011-01,2011-02,9.3
CVE-2011-0586,2011-01,2011-02,9.3
CVE-2011-0587,2011-01,2011-02,4.3
CVE-2011-0588,2011-01,2011-02,6.9
CVE-2011-0589,2011-01,2011-02,9.3
CVE-2011-0590,2011-01,2011-02,9.3
CVE-2011-0591,2011-01,2011-02,9.3
CVE-2011-0592,2011-01,2011-02,9.3
CVE-2011-0593,2011-01,2011-02,9.3
CVE-2011-0594,2011-01,2011-02,9.3
CVE-2011-0595,2011-01,2011-02,9.3
CVE-2011-0596,2011-01,2011-02,9.3
CVE-2011-0598,2011-01,2011-02,9.3
CVE-2011-0599,2011-01,2011-02,9.3
CVE-2011-0600,2011-01,2011-02,9.3
CVE-2011-0602,2011-01,2011-02,9.3
CVE-2011-0603,2011-01,2011-02,9.3
CVE-2011-0604,2011-01,2011-02,4.3
CVE-2011-0605,2011-01,2011-02,6.8
CVE-2011-0606,2011-01,2011-02,9.3
CVE-2011-0607,2011-01,2011-02,9.3
CVE-2011-0608,2011-01,2011-02,9.3
CVE-2011-0609,2011-01,2011-03,9.3
CVE-2011-0611,2011-01,2011-04,9.3
CVE-2011-0618,2011-01,2011-05,9.3
CVE-2011-0619,2011-01,2011-05,9.3
CVE-2011-0620,2011-01,2011-05,9.3
CVE-2011-0621,2011-01,2011-05,9.3
CVE-2011-0622,2011-01,2011-05,9.3
CVE-2011-0623,2011-01,2011-05,9.3
CVE-2011-0624,2011-01,2011-05,9.3
CVE-2011-0625,2011-01,2011-05,9.3
CVE-2011-0626,2011-01,2011-05,9.3
CVE-2011-0627,2011-01,2011-05,9.3
CVE-2011-0628,2011-01,2011-05,9.3
CVE-2011-0786,2011-02,2011-06,7.6
CVE-2011-0788,2011-02,2011-06,7.6
CVE-2011-0802,2011-02,2011-06,10
CVE-2011-0814,2011-02,2011-06,10
CVE-2011-0815,2011-02,2011-06,10
CVE-2011-0817,2011-02,2011-06,10
CVE-2011-0862,2011-02,2011-06,10
CVE-2011-0863,2011-02,2011-06,10
CVE-2011-0864,2011-02,2011-06,10
CVE-2011-0865,2011-02,2011-06,2.6
CVE-2011-0866,2011-02,2011-06,7.6
CVE-2011-0867,2011-02,2011-06,5
CVE-2011-0868,2011-02,2011-06,5
CVE-2011-0869,2011-02,2011-06,5
CVE-2011-0871,2011-02,2011-06,10
CVE-2011-0872,2011-02,2011-06,5
CVE-2011-0873,2011-02,2011-06,10
CVE-2011-1353,2011-03,2011-09,6.9
CVE-2011-2094,2011-05,2011-06,9.3
CVE-2011-2095,2011-05,2011-06,9.3
CVE-2011-2096,2011-05,2011-06,9.3
CVE-2011-2097,2011-05,2011-06,9.3
CVE-2011-2098,2011-05,2011-06,9.3
CVE-2011-2099,2011-05,2011-06,9.3
CVE-2011-2100,2011-05,2011-06,6.9
CVE-2011-2101,2011-05,2011-06,9.3
CVE-2011-2102,2011-05,2011-06,9.3
CVE-2011-2103,2011-05,2011-06,9.3
CVE-2011-2104,2011-05,2011-06,4.3
CVE-2011-2105,2011-05,2011-06,9.3
CVE-2011-2106,2011-05,2011-06,9.3
CVE-2011-2107,2011-05,2011-06,4.3
